timestamp,altmsl,ias,vspd,pitch,roll,hdg
1970-01-01 11:06:40,21.054825,117.938896,1001.2825,0.45244324,15.4155245,0.6884991
1970-01-01 11:06:41,63.24224,111.60123,1031.1494,-0.81200325,5.187755,0.46568993
1970-01-01 11:06:42,54.3993,116.50508,425.60995,2.0333652,11.526659,0.65932393
1970-01-01 11:06:43,125.25042,122.86664,824.7123,3.0110974,10.6573305,359.90997
1970-01-01 11:06:44,64.68739,125.75997,943.5194,2.3475108,5.8862114,358.019
1970-01-01 11:06:45,30.510294,116.957214,790.588,-1.5370475,-5.20293,356.9237
1970-01-01 11:06:46,156.51375,125.715256,1388.7457,0.46440613,3.3055396,357.00876
1970-01-01 11:06:47,117.68173,125.232475,772.10443,-4.7550936,6.111324,357.7621
1970-01-01 11:06:48,185.24199,115.98735,620.3072,4.39997,-6.6942253,357.5339
1970-01-01 11:06:49,294.64035,113.40404,1109.9854,4.5054893,-5.337475,358.15952
1970-01-01 11:06:50,143.16904,121.221375,850.1793,0.13861705,-2.1237442,359.72076
1970-01-01 11:06:51,130.54852,125.06373,1146.2925,-2.334567,11.841445,1.1562741
1970-01-01 11:06:52,31.433935,124.98252,812.26526,-0.018840712,5.269728,0.46564823
1970-01-01 11:06:53,83.22608,123.25281,907.25134,-2.1918623,4.934793,0.08859285
1970-01-01 11:06:54,230.73701,121.270775,976.7329,2.7889686,-2.6198173,0.17650405
1970-01-01 11:06:55,125.243286,118.33943,499.44934,1.993321,-6.031663,0.21568897
1970-01-01 11:06:56,155.62206,120.50778,1034.0166,0.2587426,1.808745,0.6579838
1970-01-01 11:06:57,169.27435,123.9698,669.1853,-3.7466726,7.507624,1.5492094
1970-01-01 11:06:58,65.01243,127.72348,657.6784,7.49525,6.109189,0.111700535
1970-01-01 11:06:59,235.07034,119.60623,796.3254,-2.9748423,1.0505751,359.35303
1970-01-01 11:07:00,189.03246,115.35545,889.94507,-0.90393513,-13.467066,357.89447
1970-01-01 11:07:01,231.8861,128.34578,1177.8148,2.2131135,13.906675,357.86124
1970-01-01 11:07:02,333.2495,122.1944,1044.9474,-2.4458234,-11.184565,357.8025
1970-01-01 11:07:03,292.5891,115.46372,762.3366,6.390321,-11.047977,359.0521
1970-01-01 11:07:04,306.67987,132.38766,489.85318,-1.4770685,7.9984126,359.3516
1970-01-01 11:07:05,280.61282,126.77406,755.6709,3.4834783,-13.275339,359.67682
1970-01-01 11:07:06,352.1909,118.66134,944.74115,1.6828045,-2.9889214,359.09406
1970-01-01 11:07:07,586.94293,123.66231,819.9625,0.12658818,14.144505,358.7089
1970-01-01 11:07:08,344.74222,119.02509,607.34045,4.5114317,9.68885,358.16144
1970-01-01 11:07:09,414.4956,124.95506,886.92487,3.7710137,5.041539,359.21243
1970-01-01 11:07:10,231.26015,120.80638,745.2832,-0.22147411,9.067078,359.22305
1970-01-01 11:07:11,477.60388,116.983406,798.22095,1.2548411,3.0574036,358.61362
1970-01-01 11:07:12,466.7568,124.85067,519.3501,-0.037767604,12.116125,0.42963082
1970-01-01 11:07:13,390.53006,117.29579,1026.8411,3.813619,-1.6896397,0.92521846
1970-01-01 11:07:14,360.67035,121.8634,932.11804,1.4932297,4.419482,1.5254753
1970-01-01 11:07:15,447.4254,121.84448,1094.7004,4.2882295,0.038215905,0.7171824
1970-01-01 11:07:16,319.3677,117.76374,1033.2963,4.7506757,-1.0215839,1.4003952
1970-01-01 11:07:17,479.8661,116.31122,864.7796,5.865799,14.3792925,0.92454064
1970-01-01 11:07:18,436.41226,121.261345,757.78656,1.9552215,-19.404053,359.57034
1970-01-01 11:07:19,534.57745,117.35682,496.23874,1.058066,0.7475557,359.63132
1970-01-01 11:07:20,445.46094,117.42923,1006.95935,2.001614,-7.420546,359.73026
1970-01-01 11:07:21,517.7173,125.181946,804.9638,2.00591,6.916195,358.67654
1970-01-01 11:07:22,540.85455,130.21227,704.8946,3.267778,5.400253,358.39612
1970-01-01 11:07:23,442.83234,119.9541,766.257,1.9857279,10.582707,358.1736
1970-01-01 11:07:24,694.032,122.51505,930.6569,2.51282,-0.0050918763,358.6953
1970-01-01 11:07:25,377.8202,120.16947,768.4949,1.5591943,-5.060234,358.37067
1970-01-01 11:07:26,540.2999,115.28112,891.94,4.520888,-8.666328,359.40347
1970-01-01 11:07:27,680.48724,122.54688,941.5026,4.604265,-16.676645,0.2794171
1970-01-01 11:07:28,566.8831,122.4195,779.31635,4.1560955,1.6252216,1.5208341
1970-01-01 11:07:29,515.5143,126.74305,569.40106,2.0364387,-20.572113,1.4999124
1970-01-01 11:07:30,,122.704155,1103.1221,-1.2578113,0.19680318,1.6871849
1970-01-01 11:07:31,636.377,118.72996,674.40265,-5.3373933,-6.2904806,1.1489252
1970-01-01 11:07:32,513.155,115.05055,709.4141,1.9676393,-5.246597,1.1228924
1970-01-01 11:07:33,641.8823,123.58192,850.4327,-1.4919785,4.802409,1.2206398
1970-01-01 11:07:34,795.6766,122.67376,756.822,1.5422988,-14.0876465,359.67303
1970-01-01 11:07:35,700.8929,126.365395,895.3305,8.034605,9.387308,358.73132
1970-01-01 11:07:36,709.24554,124.07629,980.2228,6.2670875,-10.869575,358.1622
1970-01-01 11:07:37,599.17126,124.49226,984.45276,6.111358,7.983401,358.82184
1970-01-01 11:07:38,867.9294,123.61288,844.80566,1.0861194,4.884979,359.53702
1970-01-01 11:07:39,552.10236,123.02705,1137.1721,-0.3021182,-0.35891426,359.89078
1970-01-01 11:07:40,797.7177,123.363686,449.62622,-1.2055243,9.5764065,359.16226
1970-01-01 11:07:41,806.0548,113.071335,1021.72125,3.6959503,10.844292,357.5616
1970-01-01 11:07:42,895.7082,121.31418,696.1633,8.207584,-6.097633,359.10364
1970-01-01 11:07:43,804.68054,119.70101,467.52414,1.018381,-6.69345,358.79434
1970-01-01 11:07:44,817.2163,122.8054,880.274,3.8769798,8.458003,358.11865
1970-01-01 11:07:45,784.38324,111.98635,947.9442,0.061367095,11.207362,356.83917
1970-01-01 11:07:46,818.9646,119.91305,947.8145,-0.5034886,10.668634,357.8331
1970-01-01 11:07:47,826.0358,125.463295,838.63983,3.2991648,-3.1850693,358.96896
1970-01-01 11:07:48,892.1765,118.36467,769.63104,1.9619688,1.2461495,358.50604
1970-01-01 11:07:49,810.0122,117.67771,712.00256,4.4092345,-7.6627274,358.55
1970-01-01 11:07:50,898.90826,120.50483,663.00745,-1.0280106,-3.354374,358.21115
