timestamp,altmsl,ias,vspd,pitch,roll,hdg
1970-01-01 00:00:00,70.70861,120.56129,806.13403,1.0467193,-4.694387,0.34959856
1970-01-01 00:00:01,-128.69199,123.58059,961.9792,-1.8525057,-11.634464,359.2364
1970-01-01 00:00:02,22.121578,115.843346,595.69104,5.7454567,6.3409095,358.7623
1970-01-01 00:00:03,-33.858696,117.44991,762.563,3.0225601,-15.140474,358.24222
1970-01-01 00:00:04,39.358047,122.66585,1017.0334,1.247762,-8.802004,357.4503
1970-01-01 00:00:05,85.47935,118.12104,931.34235,-1.5943333,-9.335879,357.31342
1970-01-01 00:00:06,9.94739,125.89944,600.39136,2.0989377,6.12661,357.8811
1970-01-01 00:00:07,51.466274,116.7424,1216.6908,-4.9804573,5.3935575,359.3161
1970-01-01 00:00:08,36.425747,121.56336,731.0502,3.475958,5.712348,0.18439716
1970-01-01 00:00:09,59.752464,123.121445,844.47034,5.9057636,-3.2271502,359.87247
1970-01-01 00:00:10,,116.833145,725.2735,5.839248,-3.8807447,359.8416
1970-01-01 00:00:11,134.3787,117.54961,890.99866,-0.26487973,-5.2935424,358.55743
1970-01-01 00:00:12,16.937418,121.81351,355.14365,1.9982425,12.620571,357.99646
1970-01-01 00:00:13,57.98233,119.47466,822.52423,0.9948042,-15.732118,357.60443
1970-01-01 00:00:14,153.33261,111.39231,862.7777,6.91575,-12.68695,357.58215
1970-01-01 00:00:15,128.2769,127.33951,1059.5796,0.6700499,23.972282,356.69275
1970-01-01 00:00:16,228.5272,120.68832,986.83374,1.0160288,-6.5475497,358.49863
1970-01-01 00:00:17,198.68456,119.63855,926.3759,4.276699,-3.214031,358.92227
1970-01-01 00:00:18,300.64688,119.005875,1101.002,1.402481,-5.184825,358.69772
1970-01-01 00:00:19,110.64546,124.95415,984.1506,-5.168408,-13.856741,357.97464
1970-01-01 00:00:20,243.10637,114.13051,885.8186,1.0723907,4.310976,358.24576
1970-01-01 00:00:21,317.93646,128.54796,1027.179,2.5868773,-0.68771154,358.8697
1970-01-01 00:00:22,184.65579,119.014885,546.282,-1.4414381,-5.9618015,357.5575
1970-01-01 00:00:23,231.38461,118.60529,976.54974,0.18055402,3.3563762,357.15952
1970-01-01 00:00:24,340.6288,120.36914,852.063,0.5824775,-8.969245,358.8061
1970-01-01 00:00:25,280.8365,127.71527,881.9776,1.3720787,1.8819385,359.02795
1970-01-01 00:00:26,435.42282,117.994835,577.13776,-2.9841218,-3.7752254,358.70648
1970-01-01 00:00:27,478.90677,120.9107,783.33246,3.9677932,12.40736,358.3515
1970-01-01 00:00:28,256.61032,120.98091,1046.8412,5.052036,23.028954,0.36527318
1970-01-01 00:00:29,352.861,122.904335,439.2375,0.019553645,-0.10732976,0.03150885
1970-01-01 00:00:30,424.48264,122.83509,1198.2268,2.3049884,6.059455,359.9837
1970-01-01 00:00:31,521.5215,118.78168,489.45166,-1.1333427,-20.70663,0.081231564
1970-01-01 00:00:32,365.21866,115.87786,892.57166,-1.7545394,-2.223254,359.97574
1970-01-01 00:00:33,426.26254,123.18367,312.28894,0.6409775,-7.5631423,0.78587896
1970-01-01 00:00:34,411.7392,105.99824,553.9465,1.362133,14.577171,0.9998331
1970-01-01 00:00:35,457.5967,117.3702,845.6538,-5.9447546,-20.263607,0.75447124
1970-01-01 00:00:36,419.76474,124.19496,735.8646,4.5436263,-9.239067,1.0049715
1970-01-01 00:00:37,470.46802,123.23542,1053.1667,-1.5397018,-8.156427,1.5973319
1970-01-01 00:00:38,355.96182,124.291695,832.0552,2.4194524,8.546482,0.68237805
1970-01-01 00:00:39,378.86774,115.33897,1188.0101,6.9748454,8.073928,1.2899125
1970-01-01 00:00:40,493.67474,121.12,678.67926,1.2449,0.1141714,0.11205537
1970-01-01 00:00:41,571.7419,119.53153,593.7932,2.2009435,8.540166,358.74127
1970-01-01 00:00:42,555.54614,118.89947,740.3115,-1.5737973,2.5069847,0.7086657
1970-01-01 00:00:43,416.3053,117.90329,826.5321,5.6412,-18.122168,1.4410828
1970-01-01 00:00:44,504.94257,115.99524,973.30475,5.8353558,-5.3886447,1.4975394
1970-01-01 00:00:45,542.564,117.723694,944.9997,3.7697756,8.315562,3.182351
1970-01-01 00:00:46,577.9463,121.02009,652.737,1.073194,10.946225,2.6545222
1970-01-01 00:00:47,562.5042,118.28134,889.4682,2.8893218,2.1850815,2.992216
1970-01-01 00:00:48,601.513,117.710045,840.02734,2.84739,-12.695635,2.8947861
1970-01-01 00:00:49,672.5508,121.44459,531.7226,-0.12139211,-9.683163,2.229159
1970-01-01 00:00:50,541.10425,111.96943,938.3337,6.55491,-6.206144,1.4704118
1970-01-01 00:00:51,564.98157,124.965225,648.6857,1.5939918,-16.887222,2.6237998
1970-01-01 00:00:52,703.02094,113.59883,1167.7937,3.4558814,5.9152746,4.8068013
1970-01-01 00:00:53,633.9886,121.986916,896.5561,3.7798085,1.7090051,3.436876
1970-01-01 00:00:54,853.62726,122.77122,1078.5353,1.5530341,1.2967424,4.0551033
1970-01-01 00:00:55,606.0588,120.1205,802.5536,2.0863895,13.862459,4.8753204
1970-01-01 00:00:56,738.2091,119.15678,853.03656,-0.49983412,-5.3532743,3.9666748
1970-01-01 00:00:57,813.5318,119.44483,888.6128,6.744933,-13.412479,3.9579132
1970-01-01 00:00:58,855.89496,128.45116,890.60095,5.5887566,3.5898123,3.7959793
1970-01-01 00:00:59,785.9449,125.72743,890.05756,3.9318914,3.2346256,3.94574
1970-01-01 00:01:00,837.79474,110.41237,568.1799,1.4013287,4.9293036,4.4631824
1970-01-01 00:01:01,729.04895,121.164925,650.7049,-3.1626518,4.883818,4.69073
1970-01-01 00:01:02,710.60126,113.77703,854.78284,4.145433,-10.496545,4.417788
1970-01-01 00:01:03,981.8954,119.02544,960.38385,3.6914208,-11.438224,4.9640117
1970-01-01 00:01:04,772.0486,121.39212,424.32883,1.3376111,-1.636635,5.237497
1970-01-01 00:01:05,815.5746,124.91912,746.50903,1.5953557,8.350804,3.6974149
1970-01-01 00:01:06,908.9517,119.62424,1180.397,1.7494684,-10.995521,3.671276
1970-01-01 00:01:07,819.8684,120.84448,764.6169,1.0604879,-6.317705,2.9922183
1970-01-01 00:01:08,975.5037,123.983795,927.96075,5.5276995,0.0019017714,2.9864388
1970-01-01 00:01:09,898.8151,123.037865,1127.509,0.9687914,0.60920644,3.9391909
1970-01-01 00:01:10,889.57385,124.04707,1004.4934,-0.23472583,-7.3674684,4.9770837
1970-01-01 00:01:11,905.66943,113.571594,869.327,3.2249782,20.558867,2.781144
1970-01-01 00:01:12,843.22284,122.993546,932.0117,2.1372964,-8.840953,4.225161
1970-01-01 00:01:13,1048.0371,115.59407,597.1433,9.114584,7.4273143,4.866776
1970-01-01 00:01:14,1026.4508,125.228004,743.8639,2.2863612,10.933748,5.137344
1970-01-01 00:01:15,968.21655,121.82384,1014.8549,0.53457946,-0.56259465,5.7357755
1970-01-01 00:01:16,1021.2608,125.9762,741.0178,2.3781302,-6.0221224,6.8356967
1970-01-01 00:01:17,1075.0706,117.77656,545.98,3.7829685,-0.24031828,7.555926
1970-01-01 00:01:18,1031.1733,118.37485,785.3276,-0.024869278,-16.613138,6.796472
1970-01-01 00:01:19,1020.3488,125.16282,741.963,4.9191804,-2.6289518,5.936369
1970-01-01 00:01:20,1080.3047,118.71748,1011.6717,-3.7724752,-2.3910105,7.3444233
1970-01-01 00:01:21,1012.0193,122.63616,501.84467,0.8559644,-8.098988,5.643024
1970-01-01 00:01:22,859.46967,126.75547,904.50806,1.9953507,3.7954783,5.1702747
1970-01-01 00:01:23,1025.7301,117.62904,889.43823,-3.878703,1.49495,4.575111
1970-01-01 00:01:24,1086.8175,119.70587,962.71783,-1.842254,7.5879316,5.231894
1970-01-01 00:01:25,1242.5592,122.09664,1034.6001,-0.8031277,12.140394,4.9650707
1970-01-01 00:01:26,1038.9628,123.52064,1037.7778,-0.2320849,11.997762,2.1561584
1970-01-01 00:01:27,1073.6663,116.66025,804.60565,3.146536,-9.915271,2.273419
1970-01-01 00:01:28,1141.1107,127.04386,860.4518,8.787231,3.8881617,3.3191335
1970-01-01 00:01:29,1259.1014,121.845474,787.20807,3.9492302,-9.107255,2.12879
1970-01-01 00:01:30,1249.7207,124.119736,699.50903,-1.4930559,10.125548,0.75787437
1970-01-01 00:01:31,1177.6958,122.6397,840.55237,4.96323,-4.31107,1.3263161
1970-01-01 00:01:32,1185.281,119.916885,827.6958,-0.23420769,12.07155,1.0406044
1970-01-01 00:01:33,1095.927,125.36854,519.7578,1.1703355,2.2466276,1.0442232
1970-01-01 00:01:34,1172.5624,120.77994,436.6527,1.4196806,8.198192,1.8548148
1970-01-01 00:01:35,1171.7517,123.07462,1222.2755,2.759931,-4.745174,0.7887251
1970-01-01 00:01:36,1160.2638,127.39926,1014.11163,-0.08558124,9.7928705,2.626537
1970-01-01 00:01:37,1334.442,119.12213,556.05896,1.4229983,,3.531776
1970-01-01 00:01:38,1244.6656,117.972946,776.9755,-2.9169445,-14.992466,4.6761694
1970-01-01 00:01:39,1112.3281,129.97273,1047.1426,6.3683987,1.6053662,7.6892447
1970-01-01 00:01:40,1222.7427,120.625114,795.3396,4.919648,-0.5964672,8.1108
1970-01-01 00:01:41,1284.672,116.34263,440.6342,2.0602298,12.359634,9.574351
1970-01-01 00:01:42,1327.6157,118.6523,1034.0298,-0.089547075,18.76856,9.563826
1970-01-01 00:01:43,1408.712,124.51329,822.68713,1.2825536,4.009068,9.982305
1970-01-01 00:01:44,1468.1748,126.08161,939.0144,1.4210943,-3.1937857,10.15544
1970-01-01 00:01:45,1440.0297,116.012054,604.5092,-1.7849827,15.985418,9.225645
1970-01-01 00:01:46,1209.6133,118.44578,1134.5023,0.8764334,5.949441,9.305981
1970-01-01 00:01:47,1250.2494,120.17678,897.87994,-0.14100765,-4.9026065,7.3682218
