timestamp,altmsl,ias,vspd,pitch,roll,hdg
1970-01-01 05:33:20,89.036095,125.35799,892.3533,11.376119,8.664321,1.2474817
1970-01-01 05:33:21,116.030106,121.84106,956.41644,1.5084223,-5.4848237,0.36799043
1970-01-01 05:33:22,37.72543,116.54173,940.8983,1.9850962,11.569391,1.4090337
1970-01-01 05:33:23,109.41131,122.5156,956.47345,3.4660165,5.2795396,359.19275
1970-01-01 05:33:24,88.417336,119.59132,1026.9734,-3.0042155,5.1720138,358.18842
1970-01-01 05:33:25,5.8217626,117.6147,244.5676,-1.0273514,2.8856869,358.68256
1970-01-01 05:33:26,155.33568,119.14721,861.1892,-0.58625084,18.343832,358.64288
1970-01-01 05:33:27,91.985664,124.33122,769.904,2.080491,4.674927,0.63067436
1970-01-01 05:33:28,42.782986,117.2794,1324.9655,4.483167,9.19765,359.20773
1970-01-01 05:33:29,91.11529,121.26541,752.7336,3.6159847,-1.6223564,0.25674176
1970-01-01 05:33:30,74.35025,122.272804,758.65967,3.3422596,11.039037,1.6465003
1970-01-01 05:33:31,179.87105,124.92257,869.86035,1.8039505,-7.1091347,3.397915
1970-01-01 05:33:32,175.06097,121.19625,780.12335,0.69282967,-1.2074969,3.229748
1970-01-01 05:33:33,240.7687,120.93974,973.25793,5.4590883,13.558705,3.6528976
1970-01-01 05:33:34,,122.62363,639.75165,1.2233342,-26.73734,3.0902996
1970-01-01 05:33:35,212.42268,122.276955,909.5941,-4.782532,12.46172,1.6124079
1970-01-01 05:33:36,351.7243,123.87656,926.7616,4.3558273,-9.193211,1.4313624
1970-01-01 05:33:37,195.78308,121.64655,1146.8369,2.1263626,1.5891987,1.5554289
1970-01-01 05:33:38,281.54453,125.796814,793.3019,10.05549,7.074614,1.0077237
1970-01-01 05:33:39,224.23134,122.4348,484.21835,5.5190387,-3.2585425,0.31949255
1970-01-01 05:33:40,322.46982,124.280014,806.22046,-4.383401,2.5705607,358.3578
1970-01-01 05:33:41,310.30038,113.26925,866.14795,0.7126504,17.120672,356.26553
1970-01-01 05:33:42,246.72826,120.49536,681.6402,0.78678393,11.029859,356.675
1970-01-01 05:33:43,389.69928,121.03511,786.8784,6.0646276,15.9213085,355.4872
1970-01-01 05:33:44,350.40057,116.773865,467.34787,-1.6146182,3.3474514,357.26678
1970-01-01 05:33:45,464.6214,127.721306,445.73212,6.3034935,4.8568954,357.872
1970-01-01 05:33:46,331.25378,120.48559,916.2884,-0.103901796,9.905811,356.68768
1970-01-01 05:33:47,450.23724,118.91555,684.9777,2.9333591,8.526966,356.3934
1970-01-01 05:33:48,291.855,127.87678,829.36273,-5.3385673,-11.885795,355.77872
1970-01-01 05:33:49,284.72354,123.59334,782.98193,0.57508373,-1.4754348,355.65417
1970-01-01 05:33:50,419.48526,123.79356,734.52936,0.871343,11.417805,356.19128
1970-01-01 05:33:51,397.73587,125.08018,749.69196,2.1913838,17.993565,354.958
1970-01-01 05:33:52,644.38837,112.843,1102.6317,5.3045726,14.19491,355.0974
1970-01-01 05:33:53,512.93036,122.94439,797.7338,4.0784245,1.1964576,353.91492
1970-01-01 05:33:54,568.8908,121.59933,974.7511,-2.159669,5.1849627,353.9939
1970-01-01 05:33:55,423.43948,118.531715,1041.6404,2.25972,-13.146448,354.51013
1970-01-01 05:33:56,729.4895,115.37585,974.7481,-1.1696866,-9.043464,353.62897
1970-01-01 05:33:57,435.4031,126.86591,726.9163,-2.5174167,-4.023848,354.69086
1970-01-01 05:33:58,584.4267,119.71837,845.99536,1.4823726,-6.139486,356.07635
